dataset_id,generation_type,seed,selected_degree,c1,c2,coefficients,n_samples
266,stochastic,20266,1,1.0,0.0,"[0.7916155804981964, 0.3308252733308496]",30
267,stochastic,20267,1,0.4285714285714285,0.5714285714285714,"[1.6227708170235446, 0.21813390700067306]",30
268,stochastic,20268,1,0.4285714285714285,0.5714285714285714,"[0.9052152143509824, 0.02307284322101232]",30
269,stochastic,20269,1,1.0,0.0,"[1.6941143216974426, -0.39852737622372175]",30
270,stochastic,20270,1,0.5714285714285714,0.4285714285714285,"[0.38434147456452805, 0.6193661885924375]",30
271,stochastic,20271,1,0.8,0.2,"[1.1661975578098909, -0.04640141436168838]",30
272,stochastic,20272,1,0.8,0.2,"[1.123867472071507, 0.16494794931730256]",30
273,stochastic,20273,2,0.8,0.2,"[1.5560550493730099, -0.7564911247688, 0.1884669426884942]",30
274,stochastic,20274,2,0.5,0.5,"[1.439460143879572, -0.644196951675135, 0.11974851254578806]",30
275,stochastic,20275,1,0.5714285714285714,0.4285714285714285,"[0.978402028242936, 0.16219567293121495]",30
276,stochastic,20276,1,0.4285714285714285,0.5714285714285714,"[0.8981322865241834, 0.39575375128597]",30
277,stochastic,20277,1,0.8,0.2,"[1.135754322107754, 0.08295870607968166]",30
278,stochastic,20278,1,0.4285714285714285,0.5714285714285714,"[0.818022481393064, 0.20103901743703181]",30
279,stochastic,20279,1,0.6666666666666666,0.3333333333333333,"[1.1019404683128995, 0.2102068697067658]",30
280,stochastic,20280,1,0.5714285714285714,0.4285714285714285,"[1.2709911729084122, -0.20306494222662433]",30
281,stochastic,20281,1,0.3333333333333333,0.6666666666666666,"[1.1482048573624548, 0.35182065286415193]",30
282,stochastic,20282,1,0.8,0.2,"[1.2979055901916188, 0.030260168324582365]",30
283,stochastic,20283,2,0.5714285714285714,0.4285714285714285,"[2.604213076048968, -1.8695154041180597, 0.47114073110074434]",30
284,stochastic,20284,3,0.2,0.8,"[2.099365763505641, 0.4454830667731729, -1.1995282214061678, 0.36241029961285204]",30
285,stochastic,20285,1,0.6666666666666666,0.3333333333333333,"[0.594920958198622, 0.730371374751471]",30
286,stochastic,20286,1,1.0,0.0,"[1.2621046928606476, 0.11575920536609349]",30
287,stochastic,20287,1,0.3333333333333333,0.6666666666666666,"[1.024719916112655, 0.34097314716680543]",30
288,stochastic,20288,1,0.3333333333333333,0.6666666666666666,"[1.1791396923587372, 0.1705932272231014]",30
289,stochastic,20289,1,0.3333333333333333,0.6666666666666666,"[0.5838720706833389, 0.3804291815013309]",30
290,stochastic,20290,2,0.5,0.5,"[0.5234198372001497, 1.098636715748119, -0.2319900957544048]",30
291,stochastic,20291,1,0.4285714285714285,0.5714285714285714,"[1.2622034593511517, 0.09144321906140548]",30
292,stochastic,20292,1,0.4285714285714285,0.5714285714285714,"[1.3745225203173845, 0.5314880155644311]",30
293,stochastic,20293,2,0.2,0.8,"[0.9386291996380433, -0.5751548111271577, 0.40382635763552965]",30
294,stochastic,20294,1,1.0,0.0,"[0.8961631632367958, 0.2350651851815694]",30
295,stochastic,20295,1,0.0,1.0,"[0.7337588039968722, 0.3379327551400979]",30
296,stochastic,20296,1,0.5,0.5,"[1.2290292887531657, -0.09939690308160204]",30
297,stochastic,20297,1,0.4285714285714285,0.5714285714285714,"[1.8545499985340677, -0.19555022295593946]",30
298,stochastic,20298,2,0.5,0.5,"[1.4835203466705953, -0.7137644988032915, 0.1897387141598582]",30
299,stochastic,20299,1,0.0,1.0,"[0.649506831581099, 0.24480440985110755]",30
